ugc,type,name,state
ORC021,county,Gilliam,OR
ORC023,county,Grant,OR
ORC025,county,Harney,OR
ORC027,county,Hood River,OR
ORC029,county,Jackson,OR
ORC031,county,Jefferson,OR
ORC033,county,Josephine,OR
ORC035,county,Klamath,OR
ORC037,county,Lake,OR
ORC039,county,Lane,OR
ORC041,county,Lincoln,OR
ORC043,county,Linn,OR
ORC045,county,Malheur,OR
ORC047,county,Marion,OR
ORC049,county,Morrow,OR
ORC051,county,Multnomah,OR
ORC053,county,Polk,OR
ORC055,county,Sherman,OR
ORC057,county,Tillamook,OR
ORC059,county,Umatilla,OR
ORC061,county,Union,OR
ORC063,county,Wallowa,OR
ORC065,county,Wasco,OR
ORC067,county,Washington,OR
ORC069,county,Wheeler,OR
ORC071,county,Yamhill,OR
PAC001,county,Adams,PA
PAC003,county,Allegheny,PA
PAC005,county,Armstrong,PA
PAC007,county,Beaver,PA
PAC009,county,Bedford,PA
PAC011,county,Berks,PA
PAC013,county,Blair,PA
PAC015,county,Bradford,PA
PAC017,county,Bucks,PA
PAC019,county,Butler,PA
PAC021,county,Cambria,PA
PAC023,county,Cameron,PA
PAC025,county,Carbon,PA
PAC027,county,Centre,PA
PAC029,county,Chester,PA
PAC031,county,Clarion,PA
PAC033,county,Clearfield,PA
PAC035,county,Clinton,PA
PAC037,county,Columbia,PA
PAC039,county,Crawford,PA
PAC041,county,Cumberland,PA
PAC043,county,Dauphin,PA
PAC045,county,Delaware,PA
PAC047,county,Elk,PA
PAC049,county,Erie,PA
PAC051,county,Fayette,PA
PAC053,county,Forest,PA
PAC055,county,Franklin,PA
PAC057,county,Fulton,PA
PAC059,county,Greene,PA
PAC061,county,Huntingdon,PA
PAC063,county,Indiana,PA
PAC065,county,Jefferson,PA
PAC067,county,Juniata,PA
PAC069,county,Lackawanna,PA
PAC071,county,Lancaster,PA
PAC073,county,Lawrence,PA
PAC075,county,Lebanon,PA
PAC077,county,Lehigh,PA
PAC079,county,Luzerne,PA
PAC081,county,Lycoming,PA
PAC083,county,McKean,PA
PAC085,county,Mercer,PA
PAC087,county,Mifflin,PA
PAC089,county,Monroe,PA
PAC091,county,Montgomery,PA
PAC093,county,Montour,PA
PAC095,county,Northampton,PA
PAC097,county,Northumberland,PA
PAC099,county,Perry,PA
PAC101,county,Philadelphia,PA
PAC103,county,Pike,PA
PAC105,county,Potter,PA
PAC107,county,Schuylkill,PA
PAC109,county,Snyder,PA
PAC111,county,Somerset,PA
PAC113,county,Sullivan,PA
PAC115,county,Susquehanna,PA
PAC117,county,Tioga,PA
PAC119,county,Union,PA
PAC121,county,Venango,PA
PAC123,county,Warren,PA
PAC125,county,Washington,PA
PAC127,county,Wayne,PA
PAC129,county,Westmoreland,PA
PAC131,county,Wyoming,PA
PAC133,county,York,PA
PRC001,county,Adjuntas,PR
PRC003,county,Aguada,PR
PRC005,county,Aguadilla,PR
PRC007,county,Aguas Buenas,PR
PRC009,county,Aibonito,PR
PRC011,county,Anasco,PR
PRC013,county,Arecibo,PR
PRC015,county,Arroyo,PR
PRC017,county,Barceloneta,PR
PRC019,county,Barranquitas,PR
PRC021,county,Bayamon,PR
PRC023,county,Cabo Rojo,PR
PRC025,county,Caguas,PR
PRC027,county,Camuy,PR
PRC029,county,Canovanas,PR
PRC031,county,Carolina,PR
PRC033,county,Catano,PR
PRC035,county,Cayey,PR
PRC037,county,Ceiba,PR
PRC039,county,Ciales,PR
PRC041,county,Cidra,PR
PRC043,county,Coamo,PR
PRC045,county,Comerio,PR
PRC047,county,Corozal,PR
PRC049,county,Culebra,PR
PRC051,county,Dorado,PR
PRC053,county,Fajardo,PR
PRC054,county,Florida,PR
PRC055,county,Guanica,PR
PRC057,county,Guayama,PR
PRC059,county,Guayanilla,PR
PRC061,county,Guaynabo,PR
PRC063,county,Gurabo,PR
PRC065,county,Hatillo,PR
PRC067,county,Hormigueros,PR
PRC069,county,Humacao,PR
PRC071,county,Isabela,PR
PRC073,county,Jayuya,PR
PRC075,county,Juana Diaz,PR
PRC077,county,Juncos,PR
PRC079,county,Lajas,PR
PRC081,county,Lares,PR
PRC083,county,Las Marias,PR
PRC085,county,Las Piedras,PR
PRC087,county,Loiza,PR
PRC089,county,Luquillo,PR
PRC091,county,Manati,PR
PRC093,county,Maricao,PR
PRC095,county,Maunabo,PR
PRC097,county,Mayaguez,PR
PRC099,county,Moca,PR
PRC101,county,Morovis,PR
PRC103,county,Naguabo,PR
PRC105,county,Naranjito,PR
PRC107,county,Orocovis,PR
PRC109,county,Patillas,PR
PRC111,county,Penuelas,PR
PRC113,county,Ponce,PR
PRC115,county,Quebradillas,PR
PRC117,county,Rincon,PR
PRC119,county,Rio Grande,PR
PRC121,county,Sabana Grande,PR
PRC123,county,Salinas,PR
PRC125,county,San German,PR
PRC127,county,San Juan,PR
PRC129,county,San Lorenzo,PR
PRC131,county,San Sebastian,PR
PRC133,county,Santa Isabel,PR
PRC135,county,Toa Alta,PR
PRC137,county,Toa Baja,PR
PRC139,county,Trujillo Alto,PR
PRC141,county,Utuado,PR
PRC143,county,Vega Alta,PR
PRC145,county,Vega Baja,PR
PRC147,county,Vieques,PR
PRC149,county,Villalba,PR
PRC151,county,Yabucoa,PR
PRC153,county,Yauco,PR
PWC004,county,Airai,PW
PWC010,county,Angaur,PW
PWC050,county,Tobi,PW
PWC100,county,Kayangel,PW
PWC150,county,Koror,PW
PWC212,county,Melekeok,PW
PWC350,county,Peleliu,PW
PWC370,county,Sonsorol,PW
RIC001,county,Bristol,RI
RIC003,county,Kent,RI
RIC005,county,Newport,RI
RIC007,county,Providence,RI
RIC009,county,Washington,RI
SCC001,county,Abbeville,SC
SCC003,county,Aiken,SC
SCC005,county,Allendale,SC
SCC007,county,Anderson,SC
SCC009,county,Bamberg,SC
SCC011,county,Barnwell,SC
SCC013,county,Beaufort,SC
SCC015,county,Berkeley,SC
SCC017,county,Calhoun,SC
SCC019,county,Charleston,SC
SCC021,county,Cherokee,SC
SCC023,county,Chester,SC
SCC025,county,Chesterfield,SC
SCC027,county,Clarendon,SC
SCC029,county,Colleton,SC
SCC031,county,Darlington,SC
SCC033,county,Dillon,SC
SCC035,county,Dorchester,SC
SCC037,county,Edgefield,SC
SCC039,county,Fairfield,SC
SCC041,county,Florence,SC
SCC043,county,Georgetown,SC
SCC045,county,Greenville,SC
SCC047,county,Greenwood,SC
SCC049,county,Hampton,SC
SCC051,county,Horry,SC
SCC053,county,Jasper,SC
SCC055,county,Kershaw,SC
SCC057,county,Lancaster,SC
SCC059,county,Laurens,SC
SCC061,county,Lee,SC
SCC063,county,Lexington,SC
SCC065,county,McCormick,SC
SCC067,county,Marion,SC
SCC069,county,Marlboro,SC
SCC071,county,Newberry,SC
SCC073,county,Oconee,SC
SCC075,county,Orangeburg,SC
SCC077,county,Pickens,SC
SCC079,county,Richland,SC
SCC081,county,Saluda,SC
SCC083,county,Spartanburg,SC
SCC085,county,Sumter,SC
SCC087,county,Union,SC
SCC089,county,Williamsburg,SC
SCC091,county,York,SC
SDC003,county,Aurora,SD
SDC005,county,Beadle,SD
SDC007,county,Bennett,SD
SDC009,county,Bon Homme,SD
SDC011,county,Brookings,SD
SDC013,county,Brown,SD
SDC015,county,Brule,SD
SDC017,county,Buffalo,SD
SDC019,county,Butte,SD
SDC021,county,Campbell,SD
SDC023,county,Charles Mix,SD
SDC025,county,Clark,SD
SDC027,county,Clay,SD
SDC029,county,Codington,SD
SDC031,county,Corson,SD
SDC033,county,Custer,SD
SDC035,county,Davison,SD
SDC037,county,Day,SD
SDC039,county,Deuel,SD
SDC041,county,Dewey,SD
SDC043,county,Douglas,SD
SDC045,county,Edmunds,SD
SDC047,county,Fall River,SD
SDC049,county,Faulk,SD
SDC051,county,Grant,SD
SDC053,county,Gregory,SD
SDC055,county,Haakon,SD
SDC057,county,Hamlin,SD
SDC059,county,Hand,SD
SDC061,county,Hanson,SD
SDC063,county,Harding,SD
SDC065,county,Hughes,SD
SDC067,county,Hutchinson,SD
SDC069,county,Hyde,SD
SDC071,county,Jackson,SD
SDC073,county,Jerauld,SD
SDC075,county,Jones,SD
SDC077,county,Kingsbury,SD
SDC079,county,Lake,SD
SDC081,county,Lawrence,SD
SDC083,county,Lincoln,SD
SDC085,county,Lyman,SD
SDC087,county,McCook,SD
SDC089,county,McPherson,SD
SDC091,county,Marshall,SD
SDC093,county,Meade,SD
SDC095,county,Mellette,SD
SDC097,county,Miner,SD
SDC099,county,Minnehaha,SD
SDC101,county,Moody,SD
SDC102,county,Oglala Lakota,SD
SDC103,county,Pennington,SD
SDC105,county,Perkins,SD
SDC107,county,Potter,SD
SDC109,county,Roberts,SD
SDC111,county,Sanborn,SD
SDC115,county,Spink,SD
SDC117,county,Stanley,SD
SDC119,county,Sully,SD
SDC121,county,Todd,SD
SDC123,county,Tripp,SD
SDC125,county,Turner,SD
SDC127,county,Union,SD
SDC129,county,Walworth,SD
SDC135,county,Yankton,SD
SDC137,county,Ziebach,SD
TNC001,county,Anderson,TN
TNC003,county,Bedford,TN
TNC005,county,Benton,TN
TNC007,county,Bledsoe,TN
TNC009,county,Blount,TN
TNC011,county,Bradley,TN
TNC013,county,Campbell,TN
TNC015,county,Cannon,TN
TNC017,county,Carroll,TN
TNC019,county,Carter,TN
TNC021,county,Cheatham,TN
TNC023,county,Chester,TN
TNC025,county,Claiborne,TN
TNC027,county,Clay,TN
TNC029,county,Cocke,TN
TNC031,county,Coffee,TN
TNC033,county,Crockett,TN
TNC035,county,Cumberland,TN
TNC037,county,Davidson,TN
TNC039,county,Decatur,TN
TNC041,county,De Kalb,TN
TNC043,county,Dickson,TN
TNC045,county,Dyer,TN
TNC047,county,Fayette,TN
TNC049,county,Fentress,TN
TNC051,county,Franklin,TN
TNC053,county,Gibson,TN
TNC055,county,Giles,TN
TNC057,county,Grainger,TN
TNC059,county,Greene,TN
TNC061,county,Grundy,TN
TNC063,county,Hamblen,TN
TNC065,county,Hamilton,TN
TNC067,county,Hancock,TN
TNC069,county,Hardeman,TN
TNC071,county,Hardin,TN
TNC073,county,Hawkins,TN
TNC075,county,Haywood,TN
TNC077,county,Henderson,TN
TNC079,county,Henry,TN
TNC081,county,Hickman,TN
TNC083,county,Houston,TN
TNC085,county,Humphreys,TN
TNC087,county,Jackson,TN
TNC089,county,Jefferson,TN
TNC091,county,Johnson,TN
TNC093,county,Knox,TN
TNC095,county,Lake,TN
TNC097,county,Lauderdale,TN
TNC099,county,Lawrence,TN
TNC101,county,Lewis,TN
TNC103,county,Lincoln,TN
TNC105,county,Loudon,TN
TNC107,county,McMinn,TN
TNC109,county,McNairy,TN
TNC111,county,Macon,TN
TNC113,county,Madison,TN
TNC115,county,Marion,TN
TNC117,county,Marshall,TN
TNC119,county,Maury,TN
TNC121,county,Meigs,TN
TNC123,county,Monroe,TN
TNC125,county,Montgomery,TN
TNC127,county,Moore,TN
TNC129,county,Morgan,TN
TNC131,county,Obion,TN
TNC133,county,Overton,TN
TNC135,county,Perry,TN
TNC137,county,Pickett,TN
TNC139,county,Polk,TN
TNC141,county,Putnam,TN
TNC143,county,Rhea,TN
TNC145,county,Roane,TN
TNC147,county,Robertson,TN
TNC149,county,Rutherford,TN
TNC151,county,Scott,TN
TNC153,county,Sequatchie,TN
TNC155,county,Sevier,TN
TNC157,county,Shelby,TN
TNC159,county,Smith,TN
TNC161,county,Stewart,TN
TNC163,county,Sullivan,TN
TNC165,county,Sumner,TN
TNC167,county,Tipton,TN
TNC169,county,Trousdale,TN
TNC171,county,Unicoi,TN
TNC173,county,Union,TN
TNC175,county,Van Buren,TN
TNC177,county,Warren,TN
TNC179,county,Washington,TN
TNC181,county,Wayne,TN
TNC183,county,Weakley,TN
TNC185,county,White,TN
TNC187,county,Williamson,TN
TNC189,county,Wilson,TN
TXC001,county,Anderson,TX
TXC003,county,Andrews,TX
TXC005,county,Angelina,TX
TXC007,county,Aransas,TX
TXC009,county,Archer,TX
TXC011,county,Armstrong,TX
TXC013,county,Atascosa,TX
TXC015,county,Austin,TX
TXC017,county,Bailey,TX
TXC019,county,Bandera,TX
TXC021,county,Bastrop,TX
TXC023,county,Baylor,TX
TXC025,county,Bee,TX
TXC027,county,Bell,TX
TXC029,county,Bexar,TX
TXC031,county,Blanco,TX
TXC033,county,Borden,TX
TXC035,county,Bosque,TX
TXC037,county,Bowie,TX
TXC039,county,Brazoria,TX
TXC041,county,Brazos,TX
TXC043,county,Brewster,TX
TXC045,county,Briscoe,TX
TXC047,county,Brooks,TX
TXC049,county,Brown,TX
TXC051,county,Burleson,TX
TXC053,county,Burnet,TX
TXC055,county,Caldwell,TX
TXC057,county,Calhoun,TX
TXC059,county,Callahan,TX
TXC061,county,Cameron,TX
TXC063,county,Camp,TX
TXC065,county,Carson,TX
TXC067,county,Cass,TX
TXC069,county,Castro,TX
TXC071,county,Chambers,TX
TXC073,county,Cherokee,TX
TXC075,county,Childress,TX
TXC077,county,Clay,TX
TXC079,county,Cochran,TX
TXC081,county,Coke,TX
TXC083,county,Coleman,TX
TXC085,county,Collin,TX
TXC087,county,Collingsworth,TX
TXC089,county,Colorado,TX
TXC091,county,Comal,TX
TXC093,county,Comanche,TX
TXC095,county,Concho,TX
TXC097,county,Cooke,TX
TXC099,county,Coryell,TX
TXC101,county,Cottle,TX
TXC103,county,Crane,TX
TXC105,county,Crockett,TX
TXC107,county,Crosby,TX
TXC109,county,Culberson,TX
TXC111,county,Dallam,TX
TXC113,county,Dallas,TX
TXC115,county,Dawson,TX
TXC117,county,Deaf Smith,TX
TXC119,county,Delta,TX
TXC121,county,Denton,TX
TXC123,county,DeWitt,TX
TXC125,county,Dickens,TX
TXC127,county,Dimmit,TX
TXC129,county,Donley,TX
TXC131,county,Duval,TX
TXC133,county,Eastland,TX
TXC135,county,Ector,TX
TXC137,county,Edwards,TX
TXC139,county,Ellis,TX
TXC141,county,El Paso,TX
TXC143,county,Erath,TX
TXC145,county,Falls,TX
TXC147,county,Fannin,TX
TXC149,county,Fayette,TX
TXC151,county,Fisher,TX
TXC153,county,Floyd,TX
TXC155,county,Foard,TX
TXC157,county,Fort Bend,TX
TXC159,county,Franklin,TX
TXC161,county,Freestone,TX
TXC163,county,Frio,TX
TXC165,county,Gaines,TX
TXC167,county,Galveston,TX
TXC169,county,Garza,TX
TXC171,county,Gillespie,TX
TXC173,county,Glasscock,TX
TXC175,county,Goliad,TX
TXC177,county,Gonzales,TX
TXC179,county,Gray,TX
TXC181,county,Grayson,TX
TXC183,county,Gregg,TX
TXC185,county,Grimes,TX
TXC187,county,Guadalupe,TX
TXC189,county,Hale,TX
TXC191,county,Hall,TX
TXC193,county,Hamilton,TX
TXC195,county,Hansford,TX
TXC197,county,Hardeman,TX
TXC199,county,Hardin,TX
TXC201,county,Harris,TX
TXC203,county,Harrison,TX
TXC205,county,Hartley,TX
TXC207,county,Haskell,TX
TXC209,county,Hays,TX
TXC211,county,Hemphill,TX
TXC213,county,Henderson,TX
TXC215,county,Hidalgo,TX
TXC217,county,Hill,TX
TXC219,county,Hockley,TX
TXC221,county,Hood,TX
TXC223,county,Hopkins,TX
TXC225,county,Houston,TX
TXC227,county,Howard,TX
TXC229,county,Hudspeth,TX
TXC231,county,Hunt,TX
TXC233,county,Hutchinson,TX
TXC235,county,Irion,TX
TXC237,county,Jack,TX
TXC239,county,Jackson,TX
TXC241,county,Jasper,TX
TXC243,county,Jeff Davis,TX
TXC245,county,Jefferson,TX
TXC247,county,Jim Hogg,TX
TXC249,county,Jim Wells,TX
TXC251,county,Johnson,TX
TXC253,county,Jones,TX
TXC255,county,Karnes,TX
TXC257,county,Kaufman,TX
TXC259,county,Kendall,TX
TXC261,county,Kenedy,TX
TXC263,county,Kent,TX
TXC265,county,Kerr,TX
TXC267,county,Kimble,TX
TXC269,county,King,TX
TXC271,county,Kinney,TX
TXC273,county,Kleberg,TX
TXC275,county,Knox,TX
TXC277,county,Lamar,TX
TXC279,county,Lamb,TX
TXC281,county,Lampasas,TX
TXC283,county,La Salle,TX
TXC285,county,Lavaca,TX
TXC287,county,Lee,TX
TXC289,county,Leon,TX
TXC291,county,Liberty,TX
TXC293,county,Limestone,TX
TXC295,county,Lipscomb,TX
TXC297,county,Live Oak,TX
TXC299,county,Llano,TX
TXC301,county,Loving,TX
TXC303,county,Lubbock,TX
TXC305,county,Lynn,TX
TXC307,county,McCulloch,TX
TXC309,county,McLennan,TX
TXC311,county,McMullen,TX
TXC313,county,Madison,TX
TXC315,county,Marion,TX
TXC317,county,Martin,TX
TXC319,county,Mason,TX
TXC321,county,Matagorda,TX
TXC323,county,Maverick,TX
TXC325,county,Medina,TX
TXC327,county,Menard,TX
TXC329,county,Midland,TX
TXC331,county,Milam,TX
TXC333,county,Mills,TX
TXC335,county,Mitchell,TX
TXC337,county,Montague,TX
TXC339,county,Montgomery,TX
TXC341,county,Moore,TX
TXC343,county,Morris,TX
TXC345,county,Motley,TX
TXC347,county,Nacogdoches,TX
TXC349,county,Navarro,TX
TXC351,county,Newton,TX
TXC353,county,Nolan,TX
TXC355,county,Nueces,TX
TXC357,county,Ochiltree,TX
TXC359,county,Oldham,TX
TXC361,county,Orange,TX
TXC363,county,Palo Pinto,TX
TXC365,county,Panola,TX
TXC367,county,Parker,TX
TXC369,county,Parmer,TX
TXC371,county,Pecos,TX
TXC373,county,Polk,TX
TXC375,county,Potter,TX
TXC377,county,Presidio,TX
TXC379,county,Rains,TX
TXC381,county,Randall,TX
TXC383,county,Reagan,TX
TXC385,county,Real,TX
TXC387,county,Red River,TX
TXC389,county,Reeves,TX
TXC391,county,Refugio,TX
TXC393,county,Roberts,TX
TXC395,county,Robertson,TX
TXC397,county,Rockwall,TX
TXC399,county,Runnels,TX
TXC401,county,Rusk,TX
TXC403,county,Sabine,TX
TXC405,county,San Augustine,TX
TXC407,county,San Jacinto,TX
TXC409,county,San Patricio,TX
TXC411,county,San Saba,TX
TXC413,county,Schleicher,TX
TXC415,county,Scurry,TX
TXC417,county,Shackelford,TX
TXC419,county,Shelby,TX
TXC421,county,Sherman,TX
TXC423,county,Smith,TX
TXC425,county,Somervell,TX
TXC427,county,Starr,TX
TXC429,county,Stephens,TX
TXC431,county,Sterling,TX
TXC433,county,Stonewall,TX
TXC435,county,Sutton,TX
TXC437,county,Swisher,TX
TXC439,county,Tarrant,TX
TXC441,county,Taylor,TX
TXC443,county,Terrell,TX
TXC445,county,Terry,TX
TXC447,county,Throckmorton,TX
TXC449,county,Titus,TX
TXC451,county,Tom Green,TX
TXC453,county,Travis,TX
TXC455,county,Trinity,TX
TXC457,county,Tyler,TX
TXC459,county,Upshur,TX
TXC461,county,Upton,TX
TXC463,county,Uvalde,TX
TXC465,county,Val Verde,TX
TXC467,county,Van Zandt,TX
TXC469,county,Victoria,TX
TXC471,county,Walker,TX
TXC473,county,Waller,TX
TXC475,county,Ward,TX
TXC477,county,Washington,TX
TXC479,county,Webb,TX
TXC481,county,Wharton,TX
TXC483,county,Wheeler,TX
TXC485,county,Wichita,TX
TXC487,county,Wilbarger,TX
TXC489,county,Willacy,TX
TXC491,county,Williamson,TX
TXC493,county,Wilson,TX
TXC495,county,Winkler,TX
TXC497,county,Wise,TX
TXC499,county,Wood,TX
TXC501,county,Yoakum,TX
TXC503,county,Young,TX
TXC505,county,Zapata,TX
TXC507,county,Zavala,TX
UTC001,county,Beaver,UT
UTC003,county,Box Elder,UT
UTC005,county,Cache,UT
UTC007,county,Carbon,UT
UTC009,county,Daggett,UT
UTC011,county,Davis,UT
UTC013,county,Duchesne,UT
UTC015,county,Emery,UT
UTC017,county,Garfield,UT
UTC019,county,Grand,UT
UTC021,county,Iron,UT
UTC023,county,Juab,UT
UTC025,county,Kane,UT
UTC027,county,Millard,UT
UTC029,county,Morgan,UT
UTC031,county,Piute,UT
UTC033,county,Rich,UT
UTC035,county,Salt Lake,UT
UTC037,county,San Juan,UT
UTC039,county,Sanpete,UT
UTC041,county,Sevier,UT
UTC043,county,Summit,UT
UTC045,county,Tooele,UT
UTC047,county,Uintah,UT
UTC049,county,Utah,UT
UTC051,county,Wasatch,UT
UTC053,county,Washington,UT
UTC055,county,Wayne,UT
UTC057,county,Weber,UT
VAC001,county,Accomack,VA
VAC003,county,Albemarle,VA
VAC005,county,Alleghany,VA
VAC007,county,Amelia,VA
VAC009,county,Amherst,VA
VAC011,county,Appomattox,VA
VAC013,county,Arlington,VA
VAC015,county,Augusta,VA
VAC017,county,Bath,VA
VAC019,county,Bedford,VA
VAC021,county,Bland,VA
VAC023,county,Botetourt,VA
VAC025,county,Brunswick,VA
VAC027,county,Buchanan,VA
VAC029,county,Buckingham,VA
VAC031,county,Campbell,VA
VAC033,county,Caroline,VA
VAC035,county,Carroll,VA
VAC036,county,Charles City,VA
VAC037,county,Charlotte,VA
VAC041,county,Chesterfield,VA
VAC043,county,Clarke,VA
VAC045,county,Craig,VA
VAC047,county,Culpeper,VA
VAC049,county,Cumberland,VA
VAC051,county,Dickenson,VA
VAC053,county,Dinwiddie,VA
VAC057,county,Essex,VA
VAC059,county,Fairfax,VA
VAC061,county,Fauquier,VA
VAC063,county,Floyd,VA
VAC065,county,Fluvanna,VA
VAC067,county,Franklin,VA
VAC069,county,Frederick,VA
VAC071,county,Giles,VA
VAC073,county,Gloucester,VA
VAC075,county,Goochland,VA
VAC077,county,Grayson,VA
VAC079,county,Greene,VA
VAC081,county,Greensville,VA
VAC083,county,Halifax,VA
VAC085,county,Hanover,VA
VAC087,county,Henrico,VA
VAC089,county,Henry,VA
VAC091,county,Highland,VA
VAC093,county,Isle of Wight,VA
VAC095,county,James City,VA
VAC097,county,King and Queen,VA
VAC099,county,King George,VA
VAC101,county,King William,VA
VAC103,county,Lancaster,VA
VAC105,county,Lee,VA
VAC107,county,Loudoun,VA
VAC109,county,Louisa,VA
VAC111,county,Lunenburg,VA
VAC113,county,Madison,VA
VAC115,county,Mathews,VA
VAC117,county,Mecklenburg,VA
VAC119,county,Middlesex,VA
VAC121,county,Montgomery,VA
VAC125,county,Nelson,VA
VAC127,county,New Kent,VA
VAC131,county,Northampton,VA
VAC133,county,Northumberland,VA
VAC135,county,Nottoway,VA
VAC137,county,Orange,VA
VAC139,county,Page,VA
VAC141,county,Patrick,VA
VAC143,county,Pittsylvania,VA
VAC145,county,Powhatan,VA
VAC147,county,Prince Edward,VA
VAC149,county,Prince George,VA
VAC153,county,Prince William,VA
VAC155,county,Pulaski,VA
VAC157,county,Rappahannock,VA
VAC159,county,Richmond,VA
VAC161,county,Roanoke,VA
VAC163,county,Rockbridge,VA
VAC165,county,Rockingham,VA
VAC167,county,Russell,VA
VAC169,county,Scott,VA
VAC171,county,Shenandoah,VA
VAC173,county,Smyth,VA
VAC175,county,Southampton,VA
VAC177,county,Spotsylvania,VA
VAC179,county,Stafford,VA
VAC181,county,Surry,VA
VAC183,county,Sussex,VA
VAC185,county,Tazewell,VA
VAC187,county,Warren,VA
VAC191,county,Washington,VA
VAC193,county,Westmoreland,VA
VAC195,county,Wise,VA
VAC197,county,Wythe,VA
VAC199,county,York,VA
VAC510,county,City of Alexandria,VA
VAC520,county,City of Bristol,VA
VAC530,county,City of Buena Vista,VA
VAC540,county,City of Charlottesville,VA
VAC550,county,City of Chesapeake,VA
VAC570,county,City of Colonial Heights,VA
VAC580,county,City of Covington,VA
VAC590,county,City of Danville,VA
VAC595,county,City of Emporia,VA
VAC600,county,City of Fairfax,VA
VAC610,county,City of Falls Church,VA
VAC620,county,City of Franklin,VA
VAC630,county,City of Fredericksburg,VA
VAC640,county,City of Galax,VA
VAC650,county,City of Hampton,VA
VAC660,county,City of Harrisonburg,VA
VAC670,county,City of Hopewell,VA
VAC678,county,City of Lexington,VA
VAC680,county,City of Lynchburg,VA
VAC683,county,City of Manassas,VA
VAC685,county,City of Manassas Park,VA
VAC690,county,City of Martinsville,VA
VAC700,county,City of Newport News,VA
VAC710,county,City of Norfolk,VA
VAC720,county,City of Norton,VA
VAC730,county,City of Petersburg,VA
VAC735,county,City of Poquoson,VA
VAC740,county,City of Portsmouth,VA
VAC750,county,City of Radford,VA
VAC760,county,City of Richmond,VA
VAC770,county,City of Roanoke,VA
VAC775,county,City of Salem,VA
VAC790,county,City of Staunton,VA
VAC800,county,City of Suffolk,VA
VAC810,county,City of Virginia Beach,VA
VAC820,county,City of Waynesboro,VA
VAC830,county,City of Williamsburg,VA
VAC840,county,City of Winchester,VA
VIC010,county,Saint Croix,VI
VIC020,county,Saint John,VI
VIC030,county,Saint Thomas,VI
VTC001,county,Addison,VT
VTC003,county,Bennington,VT
VTC005,county,Caledonia,VT
VTC007,county,Chittenden,VT
VTC009,county,Essex,VT
VTC011,county,Franklin,VT
VTC013,county,Grand Isle,VT
VTC015,county,Lamoille,VT
VTC017,county,Orange,VT
VTC019,county,Orleans,VT
VTC021,county,Rutland,VT
VTC023,county,Washington,VT
VTC025,county,Windham,VT
VTC027,county,Windsor,VT
WAC001,county,Adams,WA
WAC003,county,Asotin,WA
WAC005,county,Benton,WA
WAC007,county,Chelan,WA
WAC009,county,Clallam,WA
WAC011,county,Clark,WA
WAC013,county,Columbia,WA
WAC015,county,Cowlitz,WA
WAC017,county,Douglas,WA
WAC019,county,Ferry,WA
WAC021,county,Franklin,WA
WAC023,county,Garfield,WA
WAC025,county,Grant,WA
WAC027,county,Grays Harbor,WA
WAC029,county,Island,WA
WAC031,county,Jefferson,WA
WAC033,county,King,WA
WAC035,county,Kitsap,WA
WAC037,county,Kittitas,WA
WAC039,county,Klickitat,WA
WAC041,county,Lewis,WA
WAC043,county,Lincoln,WA
WAC045,county,Mason,WA
WAC047,county,Okanogan,WA
WAC049,county,Pacific,WA
WAC051,county,Pend Oreille,WA
WAC053,county,Pierce,WA
WAC055,county,San Juan,WA
WAC057,county,Skagit,WA
WAC059,county,Skamania,WA
WAC061,county,Snohomish,WA
WAC063,county,Spokane,WA
WAC065,county,Stevens,WA
WAC067,county,Thurston,WA
WAC069,county,Wahkiakum,WA
WAC071,county,Walla Walla,WA
